river,state,district,year,month,water_level_m,discharge_cumecs,warning_level_m,danger_level_m,status,flood_alert
Godavari,Maharashtra,Nashik,2005,12,2.72,3963.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2006,1,2.2,2882.7,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2006,2,2.1,3002.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2006,3,2.27,1989.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2006,4,2.85,3730.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2006,5,4.31,4807.0,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2006,6,11.97,12949.8,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2006,7,13.0,12811.3,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2006,8,13.14,16907.2,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2006,9,8.45,9525.1,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2006,10,6.33,5592.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2006,11,3.81,3561.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2006,12,2.93,4235.4,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2007,1,1.89,2145.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2007,2,2.21,1779.3,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2007,3,2.94,3056.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2007,4,3.08,3058.9,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2007,5,4.91,6291.3,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2007,6,8.79,11721.1,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2007,7,12.04,13753.8,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2007,8,10.82,11745.2,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2007,9,7.53,10865.0,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2007,10,6.65,8802.4,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2007,11,3.54,5303.4,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2007,12,2.21,2985.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2008,1,1.94,1855.3,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2008,2,1.99,2202.7,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2008,3,2.46,2744.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2008,4,2.72,2870.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2008,5,4.5,4469.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2008,6,9.3,12208.9,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2008,7,13.01,16240.2,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2008,8,11.62,9525.2,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2008,9,8.15,6609.2,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2008,10,7.64,11343.4,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2008,11,4.33,6091.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2008,12,2.92,3016.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2009,1,2.01,2981.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2009,2,2.31,2953.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2009,3,2.92,2770.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2009,4,3.26,3159.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2009,5,5.25,5051.7,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2009,6,8.31,11700.7,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2009,7,15.05,19321.1,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2009,8,14.5,12415.0,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2009,9,8.48,11987.5,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2009,10,6.37,8510.1,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2009,11,4.78,6341.1,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2009,12,3.12,4637.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2010,1,1.96,2473.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2010,2,2.09,2966.9,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2010,3,2.34,2478.1,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2010,4,2.94,3745.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2010,5,4.29,5129.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2010,6,8.28,10938.8,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2010,7,13.1,13705.3,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2010,8,13.7,12705.5,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2010,9,7.7,10932.5,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2010,10,6.0,5109.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2010,11,4.26,5904.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2010,12,2.1,2726.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2011,1,2.0,1621.9,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2011,2,1.84,2669.4,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2011,3,2.31,2237.1,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2011,4,3.24,2657.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2011,5,4.62,6398.0,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2011,6,9.46,13025.9,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2011,7,14.68,12478.9,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2011,8,12.86,16050.9,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2011,9,8.81,8921.4,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2011,10,6.06,6980.7,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2011,11,4.14,4996.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2011,12,2.78,4026.9,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2012,1,2.07,2871.0,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2012,2,2.34,2848.3,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2012,3,3.19,3121.7,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2012,4,3.42,5041.4,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2012,5,4.88,6405.4,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2012,6,9.87,9360.1,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2012,7,15.02,17595.5,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2012,8,12.87,12611.6,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2012,9,8.74,8708.0,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2012,10,5.86,5618.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2012,11,4.35,4615.7,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2012,12,2.33,2437.9,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2013,1,1.78,1514.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2013,2,1.95,1948.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2013,3,2.84,3936.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2013,4,3.02,3054.9,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2013,5,4.52,4453.7,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2013,6,8.06,7863.2,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2013,7,16.69,19084.1,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2013,8,13.46,17596.6,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2013,9,9.74,10164.2,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2013,10,6.33,7826.4,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2013,11,4.08,4279.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2013,12,2.44,3186.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2014,1,2.45,2625.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2014,2,2.0,1894.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2014,3,2.19,2214.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2014,4,3.51,5070.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2014,5,4.11,5215.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2014,6,9.38,12436.4,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2014,7,16.42,16068.6,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2014,8,10.82,16035.1,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2014,9,8.31,8642.5,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2014,10,5.38,6714.0,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2014,11,4.38,4290.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2014,12,2.42,2596.7,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2015,1,2.33,3073.3,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2015,2,2.41,2200.3,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2015,3,2.38,2136.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2015,4,2.93,4181.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2015,5,4.38,6381.9,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2015,6,8.88,8011.2,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2015,7,14.1,19228.3,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2015,8,13.28,12523.7,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2015,9,6.4,8040.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2015,10,6.69,8628.3,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2015,11,4.09,4114.4,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2015,12,2.89,3259.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2016,1,2.25,2189.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2016,2,1.91,1597.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2016,3,2.77,3694.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2016,4,2.56,3819.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2016,5,4.26,4828.3,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2016,6,9.38,9207.7,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2016,7,14.53,15277.6,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2016,8,12.54,16261.8,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2016,9,7.98,9649.6,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2016,10,6.55,9476.1,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2016,11,4.61,3884.3,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2016,12,2.5,3085.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2017,1,2.39,2685.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2017,2,2.19,2555.3,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2017,3,2.72,2649.1,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2017,4,3.38,3061.7,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2017,5,4.26,6289.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2017,6,7.28,6974.9,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2017,7,13.38,14686.8,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2017,8,8.89,11267.9,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2017,9,8.32,8684.8,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2017,10,5.98,6596.9,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2017,11,4.27,3653.9,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2017,12,2.43,3408.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2018,1,2.06,2693.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2018,2,2.07,1705.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2018,3,2.64,2924.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2018,4,3.22,4304.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2018,5,4.71,5470.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2018,6,9.72,9278.0,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2018,7,12.47,13920.6,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2018,8,13.25,12718.0,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2018,9,7.63,11197.2,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2018,10,7.18,5801.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2018,11,4.34,5037.7,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2018,12,2.69,2559.3,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2019,1,2.24,1857.1,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2019,2,2.24,3056.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2019,3,2.6,2895.0,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2019,4,3.58,4684.7,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2019,5,4.87,7087.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2019,6,8.46,9907.6,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2019,7,21.59,24546.5,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2019,8,20.65,19003.9,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2019,9,9.99,13198.2,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2019,10,6.57,8024.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2019,11,4.26,4220.1,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2019,12,3.01,3967.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2020,1,2.3,2975.4,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2020,2,2.18,2605.0,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2020,3,2.44,3052.3,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2020,4,3.43,3837.1,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2020,5,4.35,5024.0,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2020,6,8.16,7048.2,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2020,7,8.83,7079.4,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2020,8,11.27,11866.6,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2020,9,8.31,11815.8,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2020,10,6.14,8294.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2020,11,3.38,3592.3,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2020,12,2.59,2294.7,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2021,1,2.18,2612.1,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2021,2,1.63,2049.4,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2021,3,2.83,2710.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2021,4,2.7,3794.3,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2021,5,4.7,6285.1,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2021,6,8.62,10944.9,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2021,7,24.27,33088.4,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2021,8,21.09,17461.2,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2021,9,7.44,10288.1,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2021,10,6.25,6681.3,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2021,11,4.4,4692.0,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2021,12,2.41,2091.9,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2022,1,2.08,2788.4,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2022,2,2.28,2386.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2022,3,2.48,2136.7,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2022,4,3.18,2686.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2022,5,4.87,6525.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2022,6,8.97,9015.0,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2022,7,11.43,15759.5,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2022,8,12.74,12437.9,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2022,9,8.86,10256.3,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2022,10,5.98,7439.1,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2022,11,3.98,5103.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2022,12,2.98,3057.1,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2023,1,1.94,2124.9,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2023,2,2.07,1909.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2023,3,3.3,4382.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2023,4,3.48,5051.0,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2023,5,3.88,4621.6,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2023,6,10.77,12108.8,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2023,7,11.91,14052.9,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2023,8,12.1,10103.7,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2023,9,7.89,10592.6,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2023,10,6.81,7754.3,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2023,11,3.71,3457.9,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2023,12,2.38,3043.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2024,1,1.9,2399.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2024,2,2.05,2622.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2024,3,2.72,2945.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2024,4,3.21,3297.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2024,5,4.83,6007.5,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2024,6,10.9,10481.8,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2024,7,15.44,16384.6,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2024,8,13.92,14402.6,7.5,9.5,Above Danger,True
Godavari,Maharashtra,Nashik,2024,9,8.37,11052.0,7.5,9.5,Above Warning,True
Godavari,Maharashtra,Nashik,2024,10,6.37,7655.8,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2024,11,4.33,4650.2,7.5,9.5,Normal,False
Godavari,Maharashtra,Nashik,2024,12,2.15,3110.1,7.5,9.5,Normal,False
Tapi,Maharashtra,Jalgaon,2000,1,1.66,2366.1,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2000,2,1.39,1875.4,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2000,3,1.99,1745.5,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2000,4,2.86,2554.5,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2000,5,4.48,6145.6,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2000,6,7.7,11062.3,6.0,8.0,Above Warning,True
Tapi,Maharashtra,Jalgaon,2000,7,9.4,11248.3,6.0,8.0,Above Danger,True
Tapi,Maharashtra,Jalgaon,2000,8,9.52,8671.8,6.0,8.0,Above Danger,True
Tapi,Maharashtra,Jalgaon,2000,9,6.55,7169.0,6.0,8.0,Above Warning,True
Tapi,Maharashtra,Jalgaon,2000,10,5.2,6000.3,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2000,11,3.31,3222.8,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2000,12,2.27,2814.3,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2001,1,1.88,2008.4,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2001,2,1.7,2157.9,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2001,3,1.98,2658.9,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2001,4,2.93,3407.4,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2001,5,4.28,6177.5,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2001,6,7.39,8472.9,6.0,8.0,Above Warning,True
Tapi,Maharashtra,Jalgaon,2001,7,10.06,9756.4,6.0,8.0,Above Danger,True
Tapi,Maharashtra,Jalgaon,2001,8,7.16,7952.8,6.0,8.0,Above Warning,True
Tapi,Maharashtra,Jalgaon,2001,9,7.17,8178.7,6.0,8.0,Above Warning,True
Tapi,Maharashtra,Jalgaon,2001,10,5.1,5009.9,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2001,11,2.66,3298.2,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2001,12,2.15,2250.0,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2002,1,1.85,1870.6,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2002,2,1.92,1741.5,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2002,3,1.78,1810.2,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2002,4,2.88,3766.4,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2002,5,3.76,5149.6,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2002,6,7.12,9087.4,6.0,8.0,Above Warning,True
Tapi,Maharashtra,Jalgaon,2002,7,9.78,9411.0,6.0,8.0,Above Danger,True
Tapi,Maharashtra,Jalgaon,2002,8,8.85,10353.5,6.0,8.0,Above Danger,True
Tapi,Maharashtra,Jalgaon,2002,9,7.45,9789.7,6.0,8.0,Above Warning,True
Tapi,Maharashtra,Jalgaon,2002,10,5.52,6923.5,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2002,11,3.71,4622.5,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2002,12,1.91,2047.8,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2003,1,1.83,2067.5,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2003,2,1.8,2480.8,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2003,3,2.16,2743.3,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2003,4,2.23,3077.9,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2003,5,4.01,3540.0,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2003,6,7.68,9816.2,6.0,8.0,Above Warning,True
Tapi,Maharashtra,Jalgaon,2003,7,8.47,11772.5,6.0,8.0,Above Danger,True
Tapi,Maharashtra,Jalgaon,2003,8,11.59,17341.4,6.0,8.0,Above Danger,True
Tapi,Maharashtra,Jalgaon,2003,9,7.09,6824.7,6.0,8.0,Above Warning,True
Tapi,Maharashtra,Jalgaon,2003,10,5.31,4547.2,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2003,11,3.43,3525.5,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2003,12,1.9,2184.0,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2004,1,1.38,1982.9,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2004,2,1.54,1794.1,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2004,3,1.97,2953.4,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2004,4,2.44,3635.6,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2004,5,4.08,6094.7,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2004,6,6.41,7013.8,6.0,8.0,Above Warning,True
Tapi,Maharashtra,Jalgaon,2004,7,11.08,11024.5,6.0,8.0,Above Danger,True
Tapi,Maharashtra,Jalgaon,2004,8,9.99,9577.6,6.0,8.0,Above Danger,True
Tapi,Maharashtra,Jalgaon,2004,9,7.14,7040.9,6.0,8.0,Above Warning,True
Tapi,Maharashtra,Jalgaon,2004,10,4.49,5998.9,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2004,11,3.34,2975.7,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2004,12,2.25,2965.5,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2005,1,1.68,2447.5,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2005,2,1.44,1944.5,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2005,3,2.04,2852.0,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2005,4,2.43,2158.1,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2005,5,4.25,4179.1,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2005,6,7.43,6947.1,6.0,8.0,Above Warning,True
Tapi,Maharashtra,Jalgaon,2005,7,18.96,22886.0,6.0,8.0,Above Danger,True
Tapi,Maharashtra,Jalgaon,2005,8,14.9,15080.5,6.0,8.0,Above Danger,True
Tapi,Maharashtra,Jalgaon,2005,9,5.81,8660.1,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2005,10,4.72,6429.4,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2005,11,3.78,4727.0,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2005,12,2.27,1909.1,6.0,8.0,Normal,False
Tapi,Maharashtra,Jalgaon,2006,1,1.94,1704.0,6.0,8.0,Normal,False
